Id,method,comment,isConsistent,tokensLength
2766,"private String collectMediaCodecList() {
        prepare();
        final MediaCodecInfo[] infos;
        if (Build.VERSION.SDK_INT < Build.VERSION_CODES.LOLLIPOP) {
            //noinspection deprecation
            final int codecCount = MediaCodecList.getCodecCount();
            infos = new MediaCodecInfo[codecCount];
            for (int codecIdx = 0; codecIdx < codecCount; codecIdx++) {
                //noinspection deprecation
                infos[codecIdx] = MediaCodecList.getCodecInfoAt(codecIdx);
            }
        } else {
            infos = new MediaCodecList(MediaCodecList.ALL_CODECS).getCodecInfos();
        }

        final StringBuilder result = new StringBuilder();
        for (int i = 0; i < infos.length; i++) {
            final MediaCodecInfo codecInfo = infos[i];
            result.append('\n')
                    .append(i).append("": "").append(codecInfo.getName()).append('\n')
                    .append(""isEncoder: "").append(codecInfo.isEncoder()).append('\n');

            final String[] supportedTypes = codecInfo.getSupportedTypes();
            result.append(""Supported types: "").append(Arrays.toString(supportedTypes)).append('\n');
            for (String type : supportedTypes) {
                result.append(collectCapabilitiesForType(codecInfo, type));
            }
            result.append('\n');
        }
        return result.toString();
    }","Builds a String describing the list of available codecs on the device with their capabilities (supported Color Formats, Codec Profiles et",1,381
2767,"public int getEndIndex()
    {
        return m_limit_;
    }",Returns the limit offset of the text to iterate,1,20
2768,"public static int indexOf(Object[] array, Object objectToFind, int startIndex) {
        if (array == null) {
            return INDEX_NOT_FOUND;
        }
        if (startIndex < 0) {
            startIndex = 0;
        }
        if (objectToFind == null) {
            for (int i = startIndex; i < array.length; i++) {
                if (array[i] == null) {
                    return i;
                }
            }
        } else {
            for (int i = startIndex; i < array.length; i++) {
                if (objectToFind.equals(array[i])) {
                    return i;
                }
            }
        }
        return INDEX_NOT_FOUND;
    }",Finds the index of the given object in the array starting at the given index. This method returns  #INDEX_NOT_FOUND (-1) for a null input array. A negative startIndex is treated as zero.,1,223
2769,"private String getComponentRelativePath(final Component component,
			final MarkupContainer parentWithAssociatedMarkup)
	{
		final String componentPath = component.getParent().getPageRelativePath();
		final String parentWithAssociatedMarkupPath = parentWithAssociatedMarkup
				.getPageRelativePath();
		String relativePath = componentPath.substring(parentWithAssociatedMarkupPath.length());
		if (relativePath.startsWith("":""))
		{
			relativePath = relativePath.substring(1);
		}
		return relativePath;
	}",Get component path relativ to the parent container with associated markup,1,123
2770,"private InputStream openAtPosition(long position) throws IOException {
      if (position >= mLength) {
        return null;
      }

      LOG.info(""Open at position {}"", position);

      // If no stream has been created or if we need to go backward, make a new cached stream.
      if (mStream == null || mInitPos + mStream.getCount() > position) {
        LOG.info(""Creating new stream at position {}"", position);

        if (mStream != null) { // Close the existing stream if needed
          mStream.close();
        }
        UnderFileSystem ufs = UnderFileSystem.get(mUri, mConfiguration);
        // TODO(calvin): Consider making openAtPosition part of the UFS API
        if (ufs instanceof S3UnderFileSystem) { // Optimization for S3 UFS
          mStream =
              new CountingInputStream(((S3UnderFileSystem) ufs).openAtPosition(mUri, position));
          mInitPos = position;
        } else if (ufs instanceof GCSUnderFileSystem) { // Optimization for GCS UFS
          mStream =
              new CountingInputStream(((GCSUnderFileSystem) ufs).openAtPosition(mUri, position));
          mInitPos = position;
        } else { // Other UFSs can skip efficiently, so open at start of the file
          mStream = new CountingInputStream(ufs.open(mUri));
          mInitPos = 0;
        }
      }

      // We are guaranteed mStream has been created and the initial position has been set.
      // Guaranteed by the previous code block that currentPos <= position.
      long currentPos = mInitPos + mStream.getCount();
      if (position > currentPos) { // Can skip to next position with the same stream
        long toSkip = position - currentPos;
        if (toSkip != mStream.skip(toSkip)) {
          throw new IOException(ExceptionMessage.FAILED_SKIP.getMessage(toSkip));
        }
      }
      LOG.info(""Returning stream, possibly cached"");
      return mStream;
    }",Checks if the current stream can be reused to serve the request.,1,417
2771,"public Integer mtu()
    {
        return mtu;
    }",Get the maximum transmission unit (MTU) including Aeron header for a datagram payload.,1,20
2772,"public String toString()
    {
        return upName;
    }","A String representation of an Ava, as provided by the user.",1,20
2773,"public String determinePassword(File passwordFile, Locale clientLocale) throws Exception {
		AbstractBuildClient buildClient = getBuildClient();
		return buildClient.determinePassword(passwordFile, clientLocale);
	}",Determines the password to use when connecting to the repository from the file.,1,51
2774,"public static String getLocalizedString(String key, String pluginName, List arguments, Locale locale, boolean fallback) {
        if (pluginName == null) {
            return getLocalizedString(key, arguments);
        }

        if (locale == null) {
        	locale = JiveGlobals.getLocale();
        }
        String i18nFile = pluginName + ""_i18n"";

        // Retrieve classloader from pluginName.
        final XMPPServer xmppServer = XMPPServer.getInstance();
        PluginManager pluginManager = xmppServer.getPluginManager();
        Plugin plugin = pluginManager.getPlugin(pluginName);
        if (plugin == null) {
            throw new NullPointerException(""Plugin could not be located: "" + pluginName);
        }

        ClassLoader pluginClassLoader = pluginManager.getPluginClassloader(plugin);
        try {
            ResourceBundle bundle = ResourceBundle.getBundle(i18nFile, locale, pluginClassLoader);
            return getLocalizedString(key, locale, arguments, bundle);
        }
        catch (MissingResourceException mre) {
        	Locale jivesLocale = JiveGlobals.getLocale();
        	if (fallback && !jivesLocale.equals(locale)) {
        		Log.info(""Could not find the requested locale. Falling back to default locale."", mre);
            	return getLocalizedString(key, pluginName, arguments, jivesLocale, false);
        	}
        	
            Log.error(mre);
            return key;
        }
    }","Returns an internationalized string loaded from a resource bundle from the passed in plugin, using the passed in Locale.",1,362
2775,"protected Xrefer newXref(Reader reader) {
        return new JFlexXref(new PlainXref(reader));
    }",Creates a wrapped  PlainXref instance.,1,32
2776,"public static Mono<Void> when(final Iterable<? extends Publisher<?>> sources) {
		return onAssembly(new MonoWhen(false, sources));
	}",Aggregate given publishers into a new @literal Mono that will be fulfilled when all of the given @literal Publishers have completed.,1,50
2777,"public boolean isClustered() {
        return cluster;
    }",Returns true if the connection was opened in cluster mode.,1,19
2778,"public String getIdentifier() {
		return getText();
	}",Returns the identifier this expression represents.,1,21
2779,"public final boolean isConstant() {
        final ClassActor holder = holder();


        if (isFinal()) {
            if (isStatic()) {
                // Static final field:
                if (!holder().hasClassInitializer()) {
                    // The field will have the value specified by a ConstantValue attribute. If
                    // no such attribute is present for this field, then it will have the
                    // default value for its type.
                    return true;
                }
                if (MaxineVM.isPrototyping() && MaxineVM.isMaxineClass(holder())) {
                    // The class initializers of all Maxine classes are run while prototyping and
                    // the values they assign to static final fields are frozen in the boot image.
                    return true;
                }
                // This is now a field in a class with a class initializer:
                // before the class initializer is executed, the field's value is not guaranteed to be immutable.
                return holder().isInitialized();
            }

            // Non-static final field:
            return true;
        }

        if (isConstant(flags())) {
            assert MaxineVM.isMaxineClass(holder()) : ""@CONSTANT applied to field of non-Maxine class: "" + this;
            if (MaxineVM.isPrototyping()) {
                return true;
            }
            return !isStatic() || holder.isInitialized();
        }
        return false;
    }",Determines if the value read from this field will always be the same from this time on.,1,251
2780,"public static boolean getSymlink(Configuration conf){
    return true;
  }","Originally intended to check if symlinks should be used, but currently symlinks cannot be disabled.",1,23
2781,"public Object evaluate(Object o) throws JaxenException {
        setContexts(o);
        return xpath.evaluate(getEvaluationObject(o));
    }",Evaluates the XPath over the specified SOAPEnvelope.,1,41
